grant_id,name_std,acreage,year,county_text,raw_entry,issues
VII_42_15270,Humphrey Parish,,1774.0,Goochland,"HUMPHREY PARISH, 2% acs.
Goochland Co. adj. John Bailey, Dabney
Carr, Josias Payne & sd Parish; 5 Jul
1774, p.683. 5 Shill.",acreage
VII_42_15272,John Hewitt,85.0,1774.0,,"JOHN HEWITT, 85 acs. Mecklingburg
Co. on the head brs. of Keith's Cr. on the
S side of Roanoak Riv., on the County
line [West - the Country line]; adj. Field,
Daniel Johnson & Burchett; 5 Jul 1774,
p.685. 10 Shill.",county_text
VII_42_15275,Alexander Crocket,,1774.0,Augusta,"ALEXANDER CROCKET, 97. acs.
Augusta Co. on a br. of the Calf pasture
Riv. called Mill Cr., in the painter Gap;
5 Jul 1774, p.688. 10 Shill.",acreage
VII_42_15288,Jeremiah Yancey,,1774.0,Albemarle,"JEREMIAH YANCEY, 45. acs.
Albemarle Co. on the Bucks elbow
Mountain on the waters of Meacham's
and Moreman's Rivers, adj. Gabriel
Maupin; 5 Jul 1774, p.699. 5 Shill.",acreage
VII_42_15318,Edward Bowney & Thomas Lewis,,1774.0,Princess Anne,"EDWARD BOWNEY & THOMAS
LEWIS, 39% acs. Pr. Anne Co.; 5 Jul
1774, p.725. 5 Shill.",acreage
VII_42_15365,Richard Kello,,1774.0,Southampton,"RICHARD KELLO, 300 = acs.
Southampton Co. on the N side of Black
Cr., adj. Robert Monger & Joseph
Bradshaw; 5 Jul 1774, p.776. £1.S10.",acreage
VII_42_15385,Thomas Green,,1774.0,Prince Edward,"THOMAS GREEN, 12’ acs. Pr. Edward
Co. on the brs. of Bush riv., adj.
Harrison & Green's own Line; 7 Dec
1774, p.797. 5 Shill.",acreage
VII_42_15421,David Anderson,,1774.0,Botetourt,"DAVID ANDERSON, 170. acs.
Botetourt Co. on a br. of James Riv. and
below James Johnsons Tract where he
lives, on the road, on a ridge, adj. James
Anderson; 7 Dec 1774, p.828. £1.",acreage
VII_42_15430,Solomon Turpine,,1774.0,Augusta,"SOLOMON TURPINE, 192 = acs.
Augusta Co. on the dry fork of Smith's
cr. a br. of Shanandoe Riv., by a draft,
adj. Daniel Smith & Jeremiah Harrison;
7 Dec 1774, p.837. £1.",acreage
VII_42_15448,Samuel Taliaferro,,1774.0,Albemarle,"SAMUEL TALIAFERRO, 400. acs.
Albemarle Co. on the S side the Rivanna
Riv. on the brs. of Adrian's and
Cunningham Creeks; adj. Christopher
Thompkins; 7 Dec 1774, p.857. £2.",acreage
VII_42_15470,George Jones,,1774.0,Halifax,"GEORGE JONES, 217% acs. Halifax
Co. on the fork of Miry Cr, Beginning
on the South fork of sd Cr. crossing the
North fork of sd Cr., crossing the Road,
up the main Cr; 7 Dec 1774, p.883.
£1.85.",acreage
VII_42_15476,James Pleasants,,1774.0,Buckingham,"JAMES PLEASANTS, 170. acs.
Buckingham Co. on the ridges and heads
of brs. of Duiguids Mill Cr; adj. James
Phelps, Colonel Turpin & William
Duiguid; 7 Dec 1774, p.889. £1.",acreage
VII_42_15485,Divided,1775.0,1776.0,,"DIVIDED, into 2 Vols. of which this is the second.
AN EXPLANATION
This is the end of the Virginia Land Office Patent Books.
The next books in the Land Office Records are titled COMMONWEALTH GRANT
BOOKS and start with a new numbering sequence for the post-Revolutionary War
period and continue into the 20th Century. Although they are titled Commonwealth
Grant Books, the first 38 pages of Commonwealth Grant Book E contain Regal patents
issued between 1 May 1775 and 15 Mar 1776. These patents are abstracted on the
following pages.",county_text
VIII_A_15585,,,1779.0,Albemarle,"JOHN HARRESS [jor.?], 39% acs.
Albemarle Co. on both Sides the North
fork of Hardware Riv., Beginning on the
East Bank of the River where Colo. E.
Carters line Crosses it; adj. Colo. Carter,
William Hamner & the Land formerly
Thomas Bookers; 20 Oct 1779, p.103.
A.C. of 10 Shill. Sterl.",name_std;acreage
VIII_A_15600,James Jones,213.0,1779.0,,"JAMES JONES, 213 acs. Maclenburg
Co. on the S Side of Arons Cr., near
Aarons Cr.; adj. John Jones, Joseph Gell,
Hutchings, Coak & Gill; 20 Oct 1779,
p.119. A.C. of 25 Shill. sterl.",county_text
VIII_A_15664,Thomas Rutherford Of Berkley Co.,0.0,1775.0,,"THOMAS RUTHERFORD of Berkley
Co., 1,000 acs. by Survey 2 Apl. 1775 in
Ohio Co. on the River Ohio at the Mouth
of Hardens run, Crossing sd run,
Crossing a Drain, up the River Crossing
2 Drains and the Mouth of 2 other
Drains; 23 Dec 1779, p.182. in
Consideration of Military Service by
Thomas Rutherford in the Late War
between Great Britain & France
according to the Terms of the King of
Great [Britains] Proclamation of 1763.",county_text
VIII_A_15665,Robert Rutherford Esq. Of Berkley Co. Ass'ee Of Sd John West,300.0,1775.0,,"ROBERT RUTHERFORD Esq. of
Berkley Co. Ass'ee of sd JOHN WEST,
JUNIOR, 1,300 acs. by Survey 5 Apl.
1775 in Yohogania Co. on Mill Cr. a br.
of the Ohio, Beginning on a Level about
160 poles on the East of the falls of the
aforesaid Cr., crossing 3 Brs. to a ridge,
crossing [various] Drains, on the W side
of Mill Cr. opposite a parcel of Rocks; 23
Dec 1779, p.184. in Consideration of
Military Service performed by John West
Junr. in the late War between Great
Britain & France according to the Terms
of the King of Great Britains
Proclamation of 1763.",county_text
VIII_A_15687,Robert Carter Nicholas,,1780.0,Albemarle,"ROBERT CARTER NICHOLAS, a
certain 9% acs. Island in the Fluvanna
Riv. in Albemarle Co. opposite the
Mouth of Rock Island Cr. between the
Lands of Harden Purkens on the S [side
of the River] & sd Nicholas on the N side
the River; 12 Jan 1780, p.205. A.C. of 5
Shill. sterl.",acreage
VIII_A_15805,Miles Seldon Junr. On His Own Right & As Ass'ee Of Richard Holland,2.0,1775.0,,"MILES SELDON JUNR. on His own
Right & as ass'ee of RICHARD
HOLLAND, 2 acs. by Survey Made 3
Oct 1775 in the Town of Richmond,
Escheated from Thomas Atcheson;
Bounded by the Main Street, River Street
& Cross Street; 20 May 1780, p.327. 6
Shill. and 8 Pence Sterl. paid in the late
Receiver Generals Office.",county_text
VIII_A_15819,Andrew Lewis,170.0,1750.0,,"ANDREW LEWIS, 1,170 acs. by Survey
29 Apr. 1750 in Greenbrier Co. on a br.
of Greenbrier Riv. on the W side of a hill
Known by the Name ofa high Knob, ina
Glead, on a little Sinking Cr.; 2 Jun 1780,
p.340. A.C. of £6 Sterl. paid into the
late Receiver Generals Office.",county_text
VIII_A_15821,Andrew Lewis,480.0,1751.0,,"ANDREW LEWIS, 480 acs. by Survey
11 Oct 1751 in Greenbrier Co. on both
sides Greenbrier Riv. at the Mouth of
Ewin Cr., Beginning near the E Side
Ewins Cr., on the Low Grounds; 2 Jun
1780, p.342. A.C. of £2.S10 Sterl.",county_text
VIII_A_15829,Alexander Wells & Nathan Cromwell Ass'ees Of Henry Gains Heir At Law To The Sd Robert Gains Dec'd,500.0,1775.0,,"ALEXANDER WELLS & NATHAN
CROMWELL Ass'ees of HENRY
GAINS Heir at Law to the sd ROBERT
GAINS Dec'd, 1,500 acs. by Survey 15
Jan 1775 in Ohio Co. on the forks of
Cross Cr. a Br. of the Ohio, Beginning by
Estimation 150 Poles below the forks of
the Cr. and 25 Poles on the S Side of sd
Cr., on a Ridge; 3 Jun 1780, p.349. in
Consideration of Military Service
performed by Robert Gains Dec'd in the
late War between Great Britain &
France According to the Terms of the
King of Great Britains Proclamation of
1763.",county_text
VIII_A_15830,Alexander Wells Ass'ee Of Sarah Gibbs Representative Of The Sd John Mcnelly Dec'd,200.0,1775.0,,"ALEXANDER WELLS Ass'ee of
SARAH GIBBS Representative of the sd
JOHN McNELLY Dec'd, 200 acs. by
Survey 6 Jun 1775 in Ohio Co. on the
Eastern Brs. of Ohio Riv. Including the
lower end of a largfe] Rich Bottom
Generally Called the Mingo Bottom
Opposite the Old Mingo Town on the sd
Riv., Beginning on the sd Riv. near and
on the Lowest Side of a Drain or Small
Br.; 3 Jun 1780, p.350. in Consideration
of Military Service Performed by John
McNelly Dec'd in the late War Between
[Great Britain] & France According to
the Terms of the King of Great Britains
Proclamation of 1763.",county_text
VIII_A_15831,Alexander Wells & Nathan Cromwell Ass'ees Of Henry Gains Who Was Heir At Law To Sd Robert Gains Dec'd,500.0,1775.0,,"ALEXANDER WELLS & NATHAN
CROMWELL Ass'ees of HENRY
GAINS who was Heir at Law to sd
ROBERT GAINS Dec'd, 500 acs. by
Survey 17 Jan 1775 in Yohogania Co. on
the North fork of Cross Cr. a Br. of the
Ohio, Beginning at 2 white oaks Marked
A.W. Standing in the Fork of a Run; 6
Jun 1780, p.352. in Consideration of
Military Service Performed by Robert
Gains Dec'd in the late War between
Great Britain & Fra[n]ce according to
the Terms of the King of Great Britains
Proclamation of 1763.",county_text
VIII_A_15833,Thomas Smith,,1779.0,Hanover,"THOMAS SMITH, one Unimproved Lott
in Hanover Town in Hanover Co. being
lately the Property of James Eslin a
British Subject & Sold a Greeable to two
acts of Assembly passed in 1779 the one
Intituled an Act Concerning Escheats &
forfeitures from British Subjects the other
Intitul'd an Act Concerning Escheators
which sd Lott is Marked in the Number
of the Town one hundred & fifty [Lott
#150] with its Appurtenances; 6 Jun
1780, p.353. £200 current Money of
Virginia paid to Bartlett Anderson Esq.
Escheator for Hanover Co. [Margin note:
one Improved Lott. Examd.|",acreage
VIII_A_15834,Lazarus De Francey,,1780.0,Hanover,"LAZARUS DE FRANCEY, a certain
Lott or parcel of L. in the Town of
Hanover in Hanover Co. containing one
Lott with the Houses and Improvements
thereon belonging which Lott is Marked
in the Plan of the sd Town Number forty
three [Lott #43] and was lately the
property of Archibald Govern a British
Subject And Sold by the sd Bartlett
Anderson to the sd Lazarus de Francey a
greeable to two Acts of Assembly the one
Intituled an act concerning Escheats &
Forfeitures; 6 Jun 1780, p.354. £2,000
current Money of Virginia paid to
Bartlett Anderson Gent. Escheator for
Hanover Co.",acreage
VIII_A_15896,Isabella Eakins [and Her Heirs For Ever],66.0,1780.0,,"ISABELLA EAKINS [and her Heirs for
Ever], by Survey 7 Nov 1754, for
CONROD HARCHY, 66 acs. Which was
Transfered by William Prestone Surveyer
of Botetourt Co. unto the sd Isabella
Eakins in the sd Co., crossing the Cr. to a
Sw., adj. sd Harcheys old Survey; 7 Jun
1780, p.413. A.C. of 10 Shill. Sterl.",county_text
VIII_A_15920,William Carr Gent.,,1780.0,Henry,"WILLIAM CARR Gent., a Certain Lott
or parcel of Land Containing % acres in
Pr. William Co. and in the Town of
Dumfries Laid down in a Plott in the said
Town Number 146 which said Lott or
half acre was lately the Property of
Colin, Dunlop, Son, and Co:y
Merchants of Great Britain and was Sold
by the sd Henry Peyton Gent. Escheator
for said Co. unto sd William Carr Gent.
with Store Houses and appurtenances
belonging to said Lott late the Property of
the said Dunlop & Co.; 16 Jun 1780,
p.438. £8,550 Current Money of
Virginia paid by William Carr Gent. unto
Henry Peyton Escheator for Pr. William
Co. ... by Virtue of and a Greeable to two
late acts of Assembly Passed in 1779 the
one Intituld ""an Act Concerning
Escheats and forfeitures from British
Subjects and the other Intuld “an Act
Concerning Escheators.",acreage
VIII_A_15947,Mallory Todd,,1780.0,,"MALLORY TODD, One Lott and House
in the Town of Smithfield Marked in the
Plann of the sd Town Number 2 being
lately the Property of John Williams of
Bermuda a British Subject and Sold by
Samuel Hardy Escheator as aforesaid
unto the sd Mallory Todd; 22 Jun 1780,
p.470. £1,010 paid by Mallory Todd to
Saml. Hardy Esq. Escheator for Isle of
Wight Co. ... Agreeable to two Acts of
Assembly Passed in 1779 the one Intituld
”an act Concerning Escheats and
forfeitures from British Subjects the other
Intituld ”an Act Concerning Escheators.",acreage;county_text
VIII_A_15989,Robert Stewart,,1774.0,Prince George,"ROBERT STEWART, 9% acs. by
Survey 17 Oct 1774 in Pr. Geo. Co. on
the N side of Black Water Sw., to sd
Stewarts Corner upon the Hill on the S
side of the Great Road; adj. William
Brown, Joseph Hardway & sd Stewart;
30 Jun 1780, p.516. A.C. of 5 Shill. sterl.",acreage
VIII_A_16070,Lewis Hansford & Robert Taylor,,1780.0,Isle Of Wight,"LEWIS HANSFORD & ROBERT
TAYLOR, 4 Certain Lotts or parcel of
Land Containing half an acres Each in Is.
of Wight Co. and in the town of
Smithfield Laid down [in] a platt of the
sd town Number 47, 48, 62 & 63; 12 Jul
1780, p.608. £16,000 Current Money of
Virginia paid unto Samuel Hardy Gent.
Escheator for Is. of Wight Co. by Lewis
Hansford and Robert Taylor ... which sd
lotts or half Acres was lately the Property
of Andrew Symm & Co. British Subjects
and was Sold by sd Samuel Hardy
Escheator aforesd Unto sd Lewis
Hansford & Robert Taylor A Greeable to
two acts of assembly passed in 1779, the
one Intituld ’an Act Concerning
Escheats and Forfeitures from British
Subjects the other Intituld ""an act
Concerning Escheators.",acreage
VIII_A_16071,John Taylor,,1780.0,Isle Of Wight,"JOHN TAYLOR, one unImproved Lott
or parcel of L. Containing half an acre in
Is. of Wight Co. and in the town of Smith
field Laid down in the plann of the sd
town No. 30; 12 Jul 1780, p.609.
Amretent—Composition Sum of £204
Current Money of Virginia paid unto
Samuel Hardy Gentleman Escheator for
Is. of Wight Co. ... which sd Lott or half
acre was lately the Property of Messrs.
John Heyndman and Company British
Subjects and was Sold by the sd Samuel
[Hardy] Escheator for aforesd Co. unto
the sd John Taylor A Greeable to two
Acts of Assembly passed in 1779 the one
Intituld an act Concerning Escheats and
forfeitures from British Subjects the other
Intituld an act Concerning Escheators.",acreage
VIII_A_16072,Thomas King,,1780.0,Isle Of Wight,"THOMAS KING, one Certain
Uni[m]proved Lott or parcel of L.
Containing half an acre in Is. of Wight
Co. and in the town of Smithfield Laid
down in the platt of the said Town No.
__3 12 Jul 1780, p.610. £150 Current
Money of Virginia paid unto Samuel
Hardy Gent. Escheator for Is. of Wight
Co. by Thomas King of Is. of Wight Co.
... Which sd Lott or half acres was lately
the Property of Messrs. Hunter & Blair
British Subjects and was Sold by the sd
Samuel Hardy Escheator as aforesd unto
the sd Thomas King agreeable to two
acts of Assembly passed in 1779 the one
Intituld ”an act Concerning Escheats &
Forfeitures from British Subjects the
other Intituld an act Concerning
Escheators.",acreage
VIII_A_16073,Joseph Chapman,,1780.0,Isle Of Wight,"JOSEPH CHAPMAN, one Lott
Unimproved or parcel of L. Containing
half an acre in Isle of Wight Co. and in
the town of Smith field Laid down in the
Platt of sd town Number 29; 12 Jul 1780,
p.611. £112 Current Money of Virginia
paid unto Samuel Hardy Gent. Escheator
for Is. of Wight Co. by Joseph Chapman
... which sd Lott or half acre was late the
property of Messrs. Hyndman & Co.
British Subjects and was Sold by sd
Samuel Hardy Escheator as aforesd unto
the sd Joseph Chapman a Greeable to
two acts of Assemby passed in 1779 the
one Intituld ’’an act Concerning Escheats
and Forfeitures from British Subjects the
other Intituld ”an act Concerning
Escheators.",acreage
VIII_A_16076,Thomas King Of Is. Of Wight Co.,,1780.0,,"THOMAS KING of Is. of Wight Co., 2
Certain Lotts & houses or parcel of Land
Containing half an acre Each in sd Co.
and in the town of Smith-field Laid down
in the Platt of sd Town No. 67 & 68; 12
Jul 1780, p.616. £7,090 Current Money
of Virginia paid unto Samuel Hardy
Gent. Escheator for Is. of Wight Co. ...
which sd Lotts or parcels of L. was lately
the Property of Messers. Ozwald & Co.
British Subjects and was sold by sd
Samuel Hardy Escheator as aforesd unto
sd Thomas King AGreeable to two Acts
of Assembly Passed in 1779 the one
Intutuld an act Concerning Escheats and
Sorfeitures from British Subjects the other
Intuld an act Concerning Escheators.",acreage;county_text
VIII_B_16133,Joseph Akin,154.0,1779.0,,"JOSEPH AKIN, 154 acs. Hallifax Co. on
the brs. of burches Cr.; adj. John Noble,
Edmundsen, Hickey & Carter; 8 Nov.
1779, p.2. 15 Shill. Sterl.",county_text
VIII_B_16135,Thomas Hutchings & Thomas Jones,,1779.0,Pittsylvania,"THOMAS HUTCHINGS & THOMAS
JONES, [97] acs. Pittsylvania Co. on the
waters of Pigg riv., in the fork of br., adj.
Isaac Jones; 8 Nov 1779, p.3. A.C. of 10
Shill. Sterl.",acreage
VIII_B_16157,John Bowman,0.0,1779.0,,"JOHN BOWMAN, ISAAC HITE,
ABRAHAM BOWMAN & JOSEPH
BOWMAN Ass'ees of the Sd PHILLIP
LOVE, 2,000 acs., in Kentuckey Co. on
Elk horn Cr., Crossing the main Cr., adj.
William Peachy; 10 Oct 1779, p.13. In
consideration of Military Service
performed by Phillip Love according to
the King of Great Brittains proclamation
of 1763.",county_text
VIII_B_16158,William Phillips,0.0,1779.0,,"WILLIAM PHILLIPS, 3,000 acs. in
Kentuckey Co. on the brs. of Elk horn
Cr. a North br. of the Kentucky Riv.
about 90 Miles from the Ohio Riv. and
on the S Side thereof, Beginning at 2
Elms near a Draft Corner to William
Prestons land; 17 Oct 1779, p.14. In
consideration of Military Service
performed by William Phillips according
to the terms of the King of Great
Brittains proclamation of 1763.",county_text
VIII_B_16164,Martin Pickett Ass'ee Of Sd John Lawson,0.0,1779.0,,"MARTIN PICKETT ass'ee of sd JOHN
LAWSON, 1,000 acs. Kentuckey Co. on
the Ohio Riv., Beginning at the mouth of
the gut on the bank of the Riv. about 16
Miles below the mouth of the Kentuckey
Riv.; 10 Nov 1779, p.16. Jn consideration of Military Service performed by
John Lawson in the late War between
Great Brittain and France according to
the terms of the King of Great Brittains
proclamation of 1763.",county_text
VIII_B_16174,Charees Windham,,,Surry,"CHAREES WINDHAM, 40 -2es-on-the
p-20-—t+-ShittSterk [This grant was
also cancelled after being entered in GB
A p.162. The land was in Surry Co.,
now Sussex Co., on the Black Sw.]",acreage;year
VIII_B_16185,Esum Hannan Ass'ee Of John Bowman,88.0,1779.0,,"ESUM HANNAN Ass'ee of JOHN
BOWMAN, 88 acs. Bottetourt Co. on
the waters of roan oak, in a Field; adj.
the land of Colo. David Stewart & the
tract Sd. Boman lives on; 10 Nov 1779,
p.24. A.C. of 10 Shill. Sterl.",county_text
VIII_B_16190,William P. Peachey,0.0,1779.0,,"WILLIAM P. PEACHEY, 1,000 acs. in
Kentuckey Co. on the Ohio River; adj.
Hancok Eustace about 1,541 poles above
the mouth of Bear Grass Cr. & David
Robinsons line; 12 Nov 1779, p.27. In
consideration of Military Service
perform'd by William Peachey in the late
Warr between Great Brittain and France
according to the terms of Great Brittains
proclamation of 1763.",county_text
VIII_B_16191,Judith Griffin,0.0,1779.0,,"JUDITH GRIFFIN, Daughter of the Said
LERAY GRIFFIN Deceas'd, 2,000 acs.
in Kentuckey Co. on the Ohio river,
about 18 or 20 Miles from the falls; 12
Nov 1779, p.27. In consideration of
Military Service perform'd by Leray
Griffin in the late warr between Great
Brittain and France according to the
terms of the King of Great Brittains
proclamation of 1763. Beginning at an
Ash by two large Rocks by the river
Side, two miles below the point of the
third Island above the falls and leaving
the river S38E 130Poles Crossing two
branches to five ash trees near harrods
Creek and up Crossing the draughts
thereof N30E 630Poles crossing a branch
to two ash trees and one Sugar tree near
a branch of the sd Creek thence N40W
470Poles to a Lyn ash and Sugar tree at
the head of a Gulley in the fork of a
branch and Down the Same to the River
Opposite the Island, then down the River
according to its meanders 640Poles to
the first Station",county_text
VIII_B_16215,James Mccorkle Ass'ee Of Daniel Trigg Who Was Ass'ee Of Sd John Blagg,,1774.0,Kentucky,"JAMES McCORKLE ass'ee of DANIEL
TRIGG who was Ass'ee of sd JOHN
BLAGG, by survery 3 Jun 1774 in
Kentucky Co. formerly Fincastle on the
waters of bearGrass Cr. a br. of the Ohio
riv. on the S side of the same; Beginning
at at Mulberry, Sugar tree, and Honey
Locust, Comer to the land of Alexander
Waugh, Finnie and Charleton 800 poles
form the Ohio River 1% miles above the
falls; with a line of Finnie & Charleton;
crossing a br. of the North fork of the cr.
and a br. of the south fork of sd cr.;
Crossing the south fork of the Cr. 3 times
to a flat ridge; Crossing a br. and the cr.
to opposite to & 20 poles from Waugh's
corner; 27 Nov 1779, p.52. In
consideration of Military service
perform'd by John Blagg in the late war
between the king of Great Brittain and
France according to the terms of the
King of Great Brittains proclamation of
1763.",acreage
VIII_B_16226,Lund Washington Ass'ee Of William Crawford Who Was Ass'ee Of Sd David Cannady,0.0,1779.0,,"LUND WASHINGTON Ass'ee of
WILLIAM CRAWFORD who was
Ass'ee of sd DAVID CANNADY, by
survey 1 Feb 1775, 2,000 acs. on the
waters of Rackoon Cr. in Ohio Co., ona
Ridge, on the N side of the painters Run,
adj. Thomas Cherry & Ranking; 24 Nov
1779, p.65. In consideration of military
service perform'd by David Canady in
the late war between Great Brittain and
France according to the terms of the
king of Great Brittains Proclamation of
1763.",county_text
VIII_B_16228,,,,,"LUND WASHINGTON ass'ee of
VALENTINE CRAWFORD and JNO.",name_std;acreage;year;county_text
VIII_B_16229,Nevills Who Was Ass'ee Of Benin. Temple Who Was Ass'ee Of Tunstall Banks Tthe Legl. Representative Of The Sd William Banks Dec'd,0.0,1779.0,,"NEVILLS who was Ass'ee of BENIN.
TEMPLE who was Ass'ee of
TUNSTALL BANKS tthe Legl.
Representative of the sd WILLIAM
BANKS dec'd, by survey 20 Jan 1775,
1,000 acs. Ohio Co. on the main Fork of
Shirtees cr. where the mingo path crosses
sd cr., Beginning in the Lower End of
crages bottom on the bank of the cr. the
same being a corner to land known by
the name of Bandfields land, adj. sd
Banfield's land; 20 Nov 1779, p.67. In
consideration of Military service
perform'd by William Banks in the late
war between Great Brittain and France
according to the terms of the king of
Great Brittains proclamation of 1763.",county_text
VIII_B_16253,Isaac Eckols,261.0,1779.0,,"ISAAC ECKOLS, 261 acs. Hallifax Co.
on the S of Staunton riv., crossing Mays
Ferry Road, down a Gut; adj. his old
line, John Saunders, Joseph Eckols,
Charles Bostick & Booker; 18 Nov 1779,
p.104. A.C. of 30 Shill. Sterl.",county_text
VIII_B_16274,Robert Weakley,208.0,1779.0,,"ROBERT WEAKLEY, by Survey 7 Mar
1750, 208 acs. Hallifax Co. on both sides
of a br. of Runaway Cr., adj. James
Laws; 1 Dec 1779, p.139. A.C. of 25
Shill. Sterl.",county_text
VIII_B_16275,Thomas Bowman,160.0,1779.0,,"THOMAS BOWMAN, by Survey 10 Jan
1771, 160 acs. Hallifax Co. on the brs. of
by Creek, adj. Travis Tune, the Revd.
James Toulis, William Hall & William
Powel; 1 Dec 1779, p.140. A.C. of 20
Shill. Sterl.",county_text
VIII_B_16296,James Greenway,,1773.0,Dinwiddie,"JAMES GREENWAY, by Survey 19
Nov 1773, 99% acs. Dinwiddie Co. on
the N side of Butterwood Cr., on the
Side of the main Road, near a Slash,
crossing a Road; adj. John Nunnally near
his House, Williamson, Maye's corner
Cut down at the edge of a small Field,
Michel/Mitchel, & Roger Adkinson; 1
Dec 1779, p.173. A.C. of 10 Shill. Sterl.
[For Maye's land, see PB 11 p.207 to
James Anderson; for Williamson's, see
PB 11 p.215 to James Thweat Jr.; also
adj. Francis Wyatt's PB 23 p.635]",acreage
VIII_B_16326,John Rutherford Ass'ee Of Sd John Madison & John West Junior,900.0,1775.0,,"JOHN RUTHERFORD ass'ee of sd
JOHN MADISON & JOHN WEST
JUNIOR, 900 acs. by Survey 10 Apr
1775, in Yohogania Co. on Colepit run a
br. of Shirtee cr., on a Ridge, above the
Head of a Drain, on the brow of a Hill in
the fork of a Drain, near the Top of a
Rich Hill; 23 Dec 1779, p.214. In
consideration of Military Service
performed by John Madison and John
West Junior in the late [war] between
Great Brittain and france according to
the Terms of the King of Great Brittains
proclamation of 1763.",county_text
VIII_B_16327,Thomas Rutherford Of Berkely Co. Ass'ee Of Sd Robert Rutherford,500.0,1775.0,,"THOMAS RUTHERFORD OF Berkely
Co. Ass'ee of Sd ROBERT RUTHERFORD, 500 acs by Survey 9 Apr 1775 in
Ohio Co. on the head brs. of the South
fork of Short Cr. a br. of the Ohio,
Beginning near the Side of a drain about
80 poles on the E side of Jacob Pratts
Improvement, crossing 3 Drains; 23 Dec
1779, p.216. In consideration of
Military Service perform'd by Robert
Rutherford in the late War between
Great Brittain and France according to
the terms of the King of Great Brittains
proclamation of 1763.",county_text
VIII_B_16328,Thomas Rutherford,0.0,1775.0,,"THOMAS RUTHERFORD, 1,000 acs.
by Survey 3 Apr 1775 in Yohogania Co.
on the Western brs. of Racoon Cr. in the
Co. aforesd., Beginning on a Hill about
144 poles on the W Side of the Sd Creek,
crossing a br. or drain of cross cr. to a
level, on a Dividing ridge; 23 Dec 1779,
p.217. In consideration of Military
Service perform'd by Thomas Rutherford
in the late War between Great Brittain
and France according to the Terms of
the King of Great Brittains proclamation
of 1763.",county_text
VIII_B_16330,Robert Rutherford,500.0,1775.0,,"ROBERT RUTHERFORD, 2,500 acs.
by Survey 7 Apr 1775, in Yohogania Co.
on the Western br. of Racoon Cr. in the
Co. aforesd., on the Ridge which divides
the waters of Racoon Cr. and Cross cr.,
crossing various Drains, on the N Side of
arich Hill, Crossing a Large br. of Cross
cr., on a level, on a Hill near and on the
S side of a Drain of Racoon Cr.; adj.
James Stephenson, a Tract of Land lately
Survey'd for Alexander Wells and
Others, & Sd Alexander Wells; 23 Dec
1779, p.220. in consideration of
Military Service perform'd by Robert
Rutherford in the late war between Great
Brittain and france According to the
terms of the King of great Brittains
proclamation of 1763.",county_text
VIII_B_16374,Israel Christian Ass'ee Of Sd Monteau Debnam,,1774.0,Kentucky,"ISRAEL CHRISTIAN Ass'ee of sd
MONTEAU DEBNAM, 1,000 by
Survey 20 Jul 1774, in Kentucky Co. on
Elk Horn Cr. a br. of the Kentucky Riv.
and about 12 Miles from the same and
on the N side thereof; Beginning at an
Elm, Hoopwood and Ash on a Ridge in
a cane break corner to the of William
Christian; crossing 2 Main Brs. of the
Cr., by a Draft, on a flat Ridge; 5 Jan
1780, p.284. in consideration of
Military Service perform'd by Monteau
Debnam in the late War between Great
Brittain and France according to the
Terms of the King of Great Brittains
proclamation of 1763.",acreage
VIII_B_16382,Andrew Lewis,16.0,1757.0,,"ANDREW LEWIS, by Survey 16 Apr
1757, 1,200 acs. Greenbrier Co. on the
Sink holes above the head of Indian Cr.
at the foot of a Mountain that layeth bet.
Indian Cr. and Green brier, Beginning
near the foot of the Mountain, to a black
Oak in a little Sink hole; 18 May 1780,
p.295. A.C. of £6. Sterl. paid into the
late Receiver Generals Office by
Andrew Lewis.",county_text
VIII_B_16383,Andrew Lewis,400.0,1780.0,,"ANDREW LEWIS, by Survey 7 Nov
1752, 400 acs. Greenbrier Co. on the
head Springs of Indian Cr. near the
waters of Green brier, Beginning on a
Ridge, near a high bank; 18 May 1780 in
the 5th year of the Commonwealth,
p.297. A.C. of 40 Shill. Sterl. paid into
the late Receiver Generals Office by
Andrew Lewis.",county_text
VIII_B_16388,John Campbell Ass'ee Of James Mcalnary,16.0,1774.0,,"JOHN CAMPBELL Ass'ee of JAMES
McALNARY, by Survey 16 Apr 1774,
200 acs. Fincastle Co. in the rich Valley
of the Waters of the north fork of
Holston riv., adj. the L. formerly John
Bakers; 14 Jun 1780, p.304. A.C. of 20
Shill. Sterl.",county_text
VIII_B_16426,Nicholas Curry Ass'ee Of Benjamin Logan Who Was Ass'ee Of Sd William Bell,200.0,1780.0,,"NICHOLAS CURRY Ass'ee of
BENJAMIN LOGAN who was ass'ee of
sd WILLIAM BELL, by Survey 7 Jun
1775, 200 acs. Kentuckey Co. adj.
Madison; 23 Jun 1780, p.360. in
consideration of Military Service
performed by William Bell a Serjeant in
the Late War between Great Britain and
France according to the terms of the
King of great Britains Proclamation of
1763.",county_text
