volume,number,title,date_subject,date_published,graphics,physical,subject,location,abstract,notes,catalog_date,catalog_by,date_entered,date_modified,source_file
Volume 4,4557,Resolution adopting the Vision Statement of the Falls Church City Council,2006-11-27,,,3 pp.,"[""RESOLUTIONS"", ""VISION STATEMENT 2006""]","[""VaC 352.075 Falls 2005-2007""]",,"The Vision Statement encompasses the city's belief in certain unifying principles: successful development, world class public schools, neighborhood preservation and community life, diversity, environmental harmony, innovation, world class government and public outreach and a special place where people enjoy doing everyday tasks as well as experiencing diverse cultural, recreational, and civic opportunities.","April 12, 2007",JM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4558,"Resolution reappointing City Council members to COG Policy Boards and Committees as of January 1, 2007","December 11,2006",,,1p.,"[""RESOLUTIONS"", ""ORG TRANSPORTATION PLANNING BOARD"", ""METROPOLITAN WASHINGTON AIR QUALITY COMMITTEE"", ""HUMAN SERVICES POLICY COMMITTEE"", ""PUBLIC SAFETY POLICY COMMITTEE"", ""METROPOLITAN DEVELOPMENT POLICY COMMITTEE"", ""CHESAPEAKE BAY POLICY COMMITTEE"", ""COG BOARD OF DIRECTORS""]","[""VaC 352.075 Falls 2005-2007""]",,"The following members were reappointed to various COG boards and /or commissions: Mayor Robin Gardner, Vice Mayor Lindy Hockenberry, David Snyder, Daniel Sze, Hal Lippman, Dan Maller, and David Chavern.","April 12, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4559,Resolution reappointing council member Harold Lippman to the Northern Virginia Regional Commission for the calendar year 2007.,"December 11,2006",,,1p.,"[""RESOLUTIONS"", ""ORG NORTHERN VIRGINIA REGIONAL COMMISSION""]","[""VaC 352.075 Falls 2005-2007""]",,Harold Lippman was reappointed to the Northern Virginia Regional Commission for the calendar year 2007.,"April 12, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4560,Resolution reappointing council member David Snyder to the Northern Virginia Transportation Commission for the calendar year 2007. 419,2006-12-11,,,1p.,"[""RESOLUTIONS"", ""ORG NORTHERN VIRGINIA TRANSPORTATION COMMISSION""]","[""VaC 352.075 Falls 2005-2007""]",,David Snyder was reappointed to the Northern Virginia Transportation Commission for the year 2007.,"April 12, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4561,"Resolution of the City Council of the City of Falls Church, Virginia, authorizing the issuance and sale of its general obligation refunding bond.","December 11,2006",,,8 pp.,"[""RESOLUTIONS"", ""BONDS""]","[""VaC 352.075 Falls 2005-2007""]",,,"April 12, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4562,Resolution to authorize a project under the revenue sharing program with the Virginia Department of Transportation for the fiscal year 2006-2007.,"December 11,2006",,,1p.,"[""RESOLUTIONS"", ""STR BROAD ST W - 700 BLOCK"", ""ORG VIRGINIA DEPT OF TRANSPORTATION REVENUE SHARING"", ""PROGRAM""]","[""VaC 352.075 Falls 2005-2007""]",,"City Council supports the application for an allocation of $300,000 in 420 FY 2006-2007 through the Virginia Department of Transportation Revenue Sharing Program for funding the reconstruction of the 700 block of West Broad Street.","April 12, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4563,Resolution to approve the Falls Church Housing Corporation's Department of Historical Resources Grant,2006-11-27,,,1p.,"[""RESOLUTIONS"", ""ORG VIRGINIA DEPT OF HISTORICAL RESOURCES (DHR)""]","[""VaC 352.075 Falls 2005-2007""]",,"$75,000 was dedicated to the FCHC for providing a local match for a Virtginia Department of Historical Resources grant.","April 12, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4564,Resolution to develop a water supply plan,2006-11-27,,,1p.,"[""RESOLUTIONS"", ""WATER SUPPLY PLAN"", ""ORG NORTHERN VIRGINIA REGIONAL COMMISSION (NVRC)""]","[""VaC 352.075 Falls 2005-2007""]",,A staff workgroup was authorized to participate in the development of a Regional Water Supply Plan; and the Northern Virginia Regional Commission (NVRC) is designated to be the lead agency.,"April 12, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4565,Resolution to adopt FY 2008 funding recommendations for Community Development Block Grant Funds (CDBG) and Home Investment Partnerships Program (HOME) Funds.,"November 27,2006",,,1p.,"[""RESOLUTIONS"", ""COMMUNITY DEVELOPMENT BLOCK GRANT (CDBG)"", ""HOME INVESTMENT PARTNERSHIP (HOME)""]","[""VaC 352.075 Falls 2005-2007""]",,City council adopted the FY2008 Funding recommendations for the Community Development Block Grant (CDBG) and HOME Investment Partnerships (HOME) Program Funds.,"April 12, 2007",IM,2014-11-29,"November 29,2014",General_Index_FCHR_Vol_4
Volume 4,4566,"Resolution approving the purchase of approximately .42 acres of land known as 215 S. Lee Street for an amount not to exceed $629,000.",2006-11-27,,,2 pp.,"[""RESOLUTIONS"", ""STR LEESTS-215""]","[""VaC 352.075 Falls 2005-2007""]",,"City Manager, or designee, was authorized to execute all documents necessary for the purchase of .42 acre of property, commonly known as 215 S. Lee Street, for a price not to exceed $629,000.","April 12, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4567,Firstfriday of Falls Church. Art in the city. Three4art and art4all. The Lost Dog and Cat Rescue Foundation (LDCRF) Elia and Tennessee and baby doll.,"May4,2007",,Drawings Photos,"11x17, 2 pp.","[""FIRSTFRIDAY [FIRST FRIDAY]"", ""ARTISTS""]","[""FIRSTFRIDAY""]",,"Vol. II, no. 14. Provides list of Firstfriday events.","April 14, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4568,"Legislative update. Actions of the city council for Apr 23, 2007. An ordinance fixing and determining the budget of expenditures and revenues, appropriating funds for the fiscal year 2007-2008: general fund; school operating fund; school community service fund; and school food service fund; water revenue fund and sewer revenue fund and approval of the capital improvement plan. (T07-07) (Ordinance 1804) Ordinance setting the rate of tax levy on real estate, personal property, machinery and tools, and all other property segregated by law for local taxation in the city of Falls Church, Virginia for the tax year 2007. (T07-08) (Ordinance 1805) Ordinance to amend chapter 33, ""taxation, 33-9, ""levied; amount"" setting the rate to be charged for cigarettes. (T07-10A)","Apr 23,2007",,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""ORDINANCES"", ""BOARDS AND COMMISSIONS--APPOINTMENTS""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"April 24, 2007",BC.,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4569,"Major design team, city center. Summary of recommendations, final.","Apr 27,2007",,,6 pp.,"[""CITY PLANNING--CITY CENTER""]","[""CITY PLANNING--CITY CENTER""]",,,"May 11, 2007",BC 424,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4570,Resolution to adopt FY 2008 Consolidated Plan Action Plan for Housing and Urban Community Development,"March 26,2007",,,29 pp.,"[""RESOLUTIONS"", ""CONSOLIDATED PLAN ACTION PLAN FOR HOUSING AND"", ""COMMUNITY DEVELOPMENT 2008"", ""HOME INVESTMENT PARTNERSHIP PROGRAM (HOME)"", ""COMMUNITY DEVELOPMENT BLOCK GRANT FUNDS (CDBG)""]","[""VaC 352.075 Falls 2005-2007""]",,The action plan for assessing performance of HUD federal funds that was advertised and underwent a public hearing was approved by the City Council as the Consolidated Plan Action Plan for Fiscal Year 2008,"May 17, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4571,Resolution approving the grant application of Falls Church Arts for the 2007-2008 Local Government Challenge Grant,"March 26,2007",,,1p.,"[""RESOLUTIONS"", ""LOCAL GOVERNMENT CHALLENGE GRANT"", ""ORG FALLS CHURCH ARTS (FCA)""]","[""VaC 352.075 Falls 2005-2007""]",,"On behalf of Falls Church Arts (FCA), the City Council approved the application for the 2007-2008 Local Government Challenge Grant and authorized the City Manager to execute and submit the required grant application.","May 17, 2007 425",JM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4572,"Legislative update. Actions of the city council for May 14, 2007. Ordinance to amend chapter 33, ""taxation, 33-9,"" levied; amount setting the rate to be charged for cigarettes. (T07-10A) (Ordinance 1806) Resolution to adopt the 2006 revised and updated Falls Church/James Lee/Southgate neighborhood improvement program and conservation plan. (TR7-13) (Res. 2007-10) Resolution amending resolution 2003-35 granting special exceptions SE03-0136 for mixed use and SE03-0137 for height bonus at 513 West Broad Street to allow retail/service uses (The Byron). (TR7-11) (Res. 2007-11) Ordinance to repeal and reenact 20-62 of chapter 20 of the Falls Church city code, ""motor vehicles and traffic, article VIL"" ""Towing and immobilization of vehicles,"" section 20-62 ""removing of trespassing vehicles by owners of parking and other lot or building"" in accordance with the code of Virginia as of July 1, 2006. (T07-09)",2007-05-14,,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS"", ""ORDINANCES"", ""BOARDS AND COMMISSIONS--APPOINTMENTS"", ""TAXATION"", ""STR BROAD ST W--513""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"May 22, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4573,"Firstfriday of Falls Church. Art in the city. ""Pyracantha."" Dream in color -- watercolor, that is.",2007-06-01,,Drawings Photos,"11x17, 2 pp.","[""FIRSTFRIDAY"", ""ARTISTS"", ""STR BROAD ST W--804""]","[""FIRSTFRIDAY""]",,"Vol. II, no. 15. Provides list of Firstfriday events.","May 25, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4574,"Legislative update. Actions of the city council for May 29, 2007. Authorize the city manager, pursuant to the contract of December 12, 2006, to approve a purchase order in the amount of $662,284.40 to Virginia Paving Company for asphalt-in-place and milling services for the 2007 annual street paving program, property yard parking lot pavement improvements and miscellaneous pavement repairs due to water main breaks. Authorize city manager to award contract for zoning ordinance rewrite in the amount of $200,000 to Clarion Associates LLC. Ordinance to repeal and reenact 20-62 of chapter 20 of the Falls Church city code, ""motor vehicles and traffic, article VII, ""towing and immobilization of vehicles,"" section 20-62 ""removal of trespassing vehicles by owners of parking and other lot or building"" in accordance with the code of Virginia as of July 1, 2006. (T07-09) (Ordinance 1807) SAFE CADRE school board resolution.",2007-05-29,,,2 pp. 427,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""ORDINANCES"", ""BOARDS AND COMMISSIONS--APPOINTMENTS""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"June 02,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4575,Deliberation day 2007 report STI Falls Church City: What are we becoming,"Mar 17,2007",2007-05-14,,15 pp.,"[""CITY PLANNING"", ""MUNICIPAL GOVERNMENT"", ""MASTER PLAN"", ""ORG CITIZENS FOR A BETTER CITY"", ""FALLS CHURCH LEAGUE OF WOMEN VOTERS"", ""VILLAGE PRESERVATION AND IMPROVEMENT SOCIETY""]","[""CITY PLANNING--2000-""]",,,"June 07, 2007",DW,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4576,"Legislative update. Actions of the city council for June 11, 2007. Authorize the city manager to extend the existing contract for collection and transportation of household recyclable materials, in the amount of $139,132.65 to Bates Trucking & Trash Removal, Inc. Authorize the city manager to extend the existing contract for hauling and disposal of debris from the city's landfill sites, in the amount of $110,871.79 to J. D. Littlejohn, Inc. Resolution amending Resolution 2004-30 granting special exception SE04-0162 to allow the rental of affordable housings units at 500 South Maple Avenue. (TR7-16) Ordinance to amend chapter 1, ""general provisions,"" of the code of the city of Falls Church, Virginia, amending 1-15 (b) (1) regarding a court security fee of $10 per case. (T07-11) Resolution to approve request for a grant of $40,000 from the Falls Church Education Foundation. (TR7-15) (Res. 2007-12)","Jun. 11,2007",,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""ORDINANCES"", ""RESOLUTIONS"", ""STR MAPLE AVE S--500""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"June 12,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4577,"2007 Smithsonian Folklife Festival The city of Falls church, ""a community through history"" in ""Roots of Virginia Culture."" ""Roots of Virginia Culture"" featuring Speedy Tolliver, Andrew Acosta and The New Old Time String Band.","Jul 1,2007 Jun 29, 2007",,Photos,11x17 CPS 2 ofeach,"[""FESTIVALS"", ""FAIRS""]","[""Box # 6 of 8 Oversized posters. All boxes with oversized posters,"", ""photoprints, lithographs are stored on vert. files cabinet.""]",,"Festival on the National Mall in Washington, D. C.","July 03,2007",BC,"March 07,2016","June 28,2023",General_Index_FCHR_Vol_4
Volume 4,4578,,"nd. ca. 1900-1906 DO Shawen, Neil",,Photoprints,2 1/2x2 1/2B/W 5 1/2x6 1/2 Sepia,"[""CHURCHES"", ""SA 2.169a""]","[""rf BROAD ST E--513""]",,"View of the church and parsonage. ""Marie Woolf's father was pastor. Family lived in house.""","July 03,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4579,"Legislative update. Actions of the city council for June 25, 2007. Authorize the city manager to sign a contract in the amount of $139,450 with M. C. Dean Incorporated to furnish and install an 430 emergency generator for the Falls Church Community Center. Approval of a purchase order to Baker & Taylor for $100,000 for library books, audiobooks, and DVDs for the Mary Riley Styles Public Library. Approval of contract with CDW Government, Inc. in an amount not to exceed $700,000 for the delivery of technology solutions including hardware, software, and related accessories. Authorize the purchase of unleaded fuel in the amount of $190,000 from Mansfield Oil Company. Authorize the purchase of biodiesel fuel in the amount of $130,000 from James River Solutions. Ordinance to amend chapter 1, ""general provisions,"" of the code of the city of Falls Church, Virginia, amending 1-15 (b)(1) regarding a court security fee of $10 per case. (T07-11) (Ordinance 1808) Resolution establishing a trust fund for the city of Falls Church post employment benefits other than pensions and a finance board to serve as trustee for trust fund. (TR7-14) (Res. 22?)","Jun. 25,2007",,,3 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""ORDINANCES"", ""RESOLUTIONS"", ""BOARDS AND COMMISSIONS--APPOINTMENTS""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"July 03,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4580,"[Falls Church Bank.] [Watercolor painting East Falls Church railroad station. ] [Falls Church map, Noetzel 1890.] [Railroad spike.]","1890-01-01 Mar. 29, 1969 DO Bready, G. Galt",,Photoprint Watercolor Map,"6 inches long, painted gold 6 1/2x8 1/2 (framed) B/W 8x10 (framed) C 24x25 (framed) Sepia","[""RAILROADS--STATIONS--EAST FALLS CHURCH"", ""BANKS"", ""MAPS"", ""STR BROAD ST W--101-109""]","[""Wall in Local History"", ""Compact shelving""]",,,"July 07,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4581,Firstfriday of Falls Church. Art in the city. Patty Clendening Buzzerio. City of Falls Churchopoly to benefit hurricane Katrina relief. Man about town.,"Jul. 6,2007",,Drawings Photos,"11x17, 2pp.","[""FIRSTFRIDAY"", ""ARTISTS"", ""STR PARK AVE--111"", ""LITTLE FALLS ST--210"", ""BROAD ST W--105"", ""BROAD ST W--502""]","[""FIRSTFRIDAY""]",,"Vol. II, no. 16. Provides list of Firstfriday events.","July 07,2007",BC.,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4582,"Legislative update. Actions of the city council for July 9, 2007. Resolution to amend the city of Falls Church comprehensive plan, chapter 4, ""land us and economic development,"" to adopt a revised city center concept plan, add transportation elements and clarify related text.(TR7-18) Resolution amending resolution 2004-30 granting special exception SE04-0162 to allow the rental of affordable housings units at 500 South Maple Avenue. [Pearson Square] {TR7-16) {Res. 2007-14)","Jul 9,2007",,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS"", ""BOARDS AND COMMISSIONS--APPOINTMENTS"", ""COMPREHENSIVE PLAN"", ""STR MAPLE AVE S--500""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"July 10,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4583,"[Falls Church souvenir plates.] DO Phillips, Sally",,,,2 pp. each,"[""PLATES"", ""STR BROAD ST AND WASHINGTON ST"", ""FAIRFAX ST E--115""]","[""rf BROAD ST & WASHINGTON ST -- CA. 1900"", ""rf FAIRFAX ST E--115""]",,Photocopies of the front and back of the plates.,"July 10,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4584,The jaguar's meal,,2003-01-01,,11 pp.,"[""THOMAS JEFFERSON ELEMENTARY SCHOOL--STUDENTS""]","[""THOMAS JEFFERSON ELEMENTARY SCHOOL""]",,Every student gets a story published by the T. J. Press when they are in third grade. This is representative of the stories. The library does not collect these booklets.,"July 10,2007",BC,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4585,Arringdon Hall. 434,,1898-01-01 1906 DO Victorian Society at Falls Church,Photocopies of photoprints (14),8 pp.,"[""HOUSES"", ""ARRINGDON HALL"", ""STR WASHINGTON ST N--223--1898-1906""]","[""rf WASHINGTON ST N--223""]",,"Obtained from the University of Virginia collection while doing research for the book ""Victorian Falls Church."" Handwritten notations on photocopies refer to the house as Arrington Hall.","July 24,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4586,Falls Church is the Harry-est town in America!,"Jul. 18,2007",,,1p.,"[""PUBLIC LIBRARY--FOUNDATION"", ""AWARDS, PRIZES, ETC."", ""PUBLIC LIBRARY--PROGRAMS""]","[""PUBLIC LIBRARY--FOUNDATION""]",,,"July 24,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4587,The Harry-est town in America.,Jul. 2007,,Drawing 435,3 pp.,"[""PUBLIC LIBRARY--FOUNDATION"", ""AWARDS, PRIZES, ETC.""]","[""PUBLIC LIBRARY--FOUNDATION""]",,Lists the top 100 Harry-est towns in America.,"July 24,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4588,"Amazon.com announces Falls Church, Va., as the ""Harry-est Town"" in America.","Jul 16,2007",,,2 pp.,"[""PUBLIC LIBRARY--FOUNDATION"", ""AWARDS, PRIZES, ETC.""]","[""PUBLIC LIBRARY--FOUNDATION""]",,,"July 24,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4589,"Legislative update. Actions of the city council for July 23, 2007 Authorize the city manager to award a contract for water main design 436 services to Michael Baker, Jr. Inc. in an amount not to exceed $500,000 per annum. Resolution approving the purchase of approximately 7000 square feet of land being a portion of the parcel of land commonly known as 421 E. Jefferson Street for an amount not to exceed $105,000. (TR7-17) Resolution setting the compensation for the city clerk for fiscal year 2007-2008. (TR7-20) (Res. 2007-15) Resolution setting the compensation for the city attorney for fiscal year 2007-2008. (TR7-21) (Res. 2007-16) Resolution setting the compensation for the city manager for fiscal year 2007-2008. (TR&-22) (Res. 2007-17)","Jul. 23,2007",,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""CITY EMPLOYEES--SALARIES"", ""RESOLUTIONS"", ""BOARDS AND COMMISSIONS--APPOINTMENTS"", ""STR JEFFERSON ST E--421""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"July 27,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4590,Firstfriday of Falls Church. Art in the city. Harriet Westfall Good clean (greasy) fun: boozefighters MC is a way of life. City of Falls Churchopoly.,"Aug. 3,3007",,Photos Drawing,"11x17, 2pp.","[""FIRSTFRIDAY"", ""ARTISTS"", ""MOTORCYCLE CLUBS"", ""GAMES"", ""STR PARK AVE--111"", ""MAPLE AVE N--101"", ""LITTLE FALLS ST--210"", ""BROAD ST W--105"", ""BROAD ST W--240"", ""BROAD ST W--502"", ""ORG BOOZEFIGHTERS MC (BFMC)"", ""HARLEY STREET BAND""]","[""FIRSTFRIDAY""]",,"Vol. IL, no. 17. Provides list of Firstfriday events.","July 31,2007",BC,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4591,Catalogue of ornamental fruit trees.,nd. DO Victorian Society at Falls Church,,,1 pp.,"[""ORCHARDS"", ""FARMING""]","[""fh MUNSON FAMILY""]",,"Photocopy obtained from the University of Virginia's Special Collections. Acquired while doing research for the book ""Victorian Falls Church.""","July 31,2007 438",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4592,President McKinley reviewing the United States Volunteers at Camp Alger.,1898-05-22 1899 DO Victorian Society at Falls Church,,Print of engraving,11x151/2C,"[""UNITED STATES--HISTORY--WAR OF 1898"", ""SPANISH AMERICAN WAR"", ""CAMP ALGER""]","[""Acid free box: Box 1--11x14 Photos""]",,"Engraving appeared in Harper's Pictorial History of the War with Spain, 1899. Print appeared in the book ""Victorian Falls Church.""","July 31,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4593,Mathew Brady's photo outfit. DO Victorian Society at Falls Church,,,Photo,4 1/2x6 1/2B/W,"[""UNITED STATES--HISTORY--CIVIL WAR, 1861-1865"", ""PHOTOGRAPHERS"", ""HORSES"", ""WAGONS""]","[""UNITED STATES--HISTORY --CIVIL WAR, 1861-1865"", ""439""]",,"Photograph from the Brady Collection, Prints and Photographs Division, Library of Congress. Acquired while doing research for the book ""Victorian Falls Church.""","August 11,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4594,[John S. Mosby] Col. John S. Mosby and his Confederate raiders. DO Victorian Society at Falls Church,,,Photoprints,"11x14 Sepia, mounted 8x10 B/W","[""UNITED STATES--HISTORY--CIVIL WAR, 1861-1865"", ""SOLDIERS""]","[""Acid free box: Box 1--11x14 Photos"", ""UNITED STATES--HISTORY -CIVIL WAR, 1861-1865""]",,"Group photo used in the book ""Victorian Falls Church.""","August 11,2007",BC,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4595,"Legislative update. Actions of the city council for August 13,2007. Approval of the 2007-2010 Northern Virginia Workforce Investment Board Area XI Consortium agreement. Authorize the payment of up to $200,000.00 to the County of Fairfax, Division of Solid Waste Disposal and Resource Recovery, for the disposal of municipal solid waste. Authorize city manager to award contract for city hall improvements and public safety center feasibility study in the amount not to exceed $289,450 to PSA-Dewberry, Inc. Resolution to amend the city of Falls Church comprehensive plan, chapter 4, ""land use and economic development,"" to adopt a revised city center concept plan, add transportation elements and clarify related text. Resolution approving the purchase of approximately 7000 square feet of land being a portion of the parcel of land commonly know as 421 E. Jefferson Street for an amount not to exceed $105,000. (TR7-17) 440 (Res. 2007-18)","Aug. 13,2007",,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS"", ""BOARDS AND COMMISSIONS--APPOINTMENTS""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"August 14,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4596,"Firstfriday of Falls Church. Art in the city. Gisele Nimic. Robin Hoffman. Anime Pavilion's Anime Festival. Mehdi Zerwal of My Little Morocco, exquisite Moroccan boxes. Historic people, places and events of Falls Church revealed: Victorian heritage of Falls Church revealed in new history book.","Sept. 7, 2007",,Photos Drawing,"11x17, 2pp.","[""FIRSTFRIDAY"", ""441"", ""ARTISTS"", ""STR HILLWOOD AVE-115"", ""BROAD ST W--502"", ""PARK AVE--111"", ""MAPLE AVE N--101"", ""LITTLE FALLS ST--210"", ""BROAD ST W--105"", ""BROAD ST W--240"", ""ORG VICTORIAN SOCIETY AT FALLS CHURCH""]","[""FIRSTFRIDAY""]",,Vol. IL no. 18. Provides list of Firstfriday events.,"August 29,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4597,"Falls Church city government inter-jurisdictional relationships in human services, public safety, and education.",2006-2007,,Charts,10pp.,"[""MUNICIPAL GOVERNMENT"", ""HUMAN SERVICES"", ""PUBLIC SAFETY"", ""EDUCATION"", ""ORG LEAGUE OF WOMEN VOTERS OF FALLS CHURCH""]","[""MUNICIPAL GOVERNMENT""]",,,"September 04, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4598,American poets of the soil.,"Jul 15,1916 DO Victorian Society at Falls Church",,Photos,12PP. 442,"[""POETS""]","[""th RILEY, JAMES WHITCOMB""]",,"The Mentor, Serial No. 111 Acquired while doing research for the book ""Victorian Falls Church.""","September 08, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4599,Camp Alger near Washington,1898-01-01 DO Victorian Society at Falls Church,,Drawing,17x23,"[""UNITED STATES--HISTORY--WAR OF 1898"", ""SPANISH AMERICAN WAR""]","[""Low map case, drawer 2""]",,"Acquired while doing research for the book ""Victorian Falls Church.""","September 08, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4600,"Harper's weekly, a journal of civilization. Munson's Hill and Bailey's Cross Roads.",1861-10-05 DO Victorian Society at Falls Church,,Drawings,11x16,"[""UNITED STATES--HISTORY--CIVIL WAR, 1861-1865"", ""MUNSON'S HILL"", ""BAILEY'S CROSSROADS"", ""NEWSPAPERS""]","[""Acid fress box: Local Events; Misc. Newspapers"", ""443""]",,"Acquired while doing research for the book ""Victorian Falls Church.""","September 08, 2007",BC,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4601,[Capture of Lieutenant H. J. Segal. DO Victorian Society at Falls Church,,,Drawing,11x16 1/2,"[""UNITED STATES--HISTORY--CIVIL WAR, 1861-1865"", ""SA sf UNITED STATES--HISTORY --CIVIL WAR--REPRODUCTIONS""]","[""Acid fress box: Local Events; Misc. Newspapers""]",,"Confederate officer Segal in a tree surrounded by Union soldiers. Acquired while doing research for the book ""Victorian Falls Church.""","September 08, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4602,"HB3202 transportation funding implementation. NVTA FAQ's. Statewide transportation funding. NVTA committees. HB 3202 implementation, NVTA working group recommendations.","Ju.l5,2007",,Charts,40 pp.,"[""NORTHERN VIRGINIA TRANSPORTATION AUTHORITY"", ""(NTVA)"", ""TRANSPORTATION"", ""TAXES""]","[""TRANSPORTATION""]",,,"September 12, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4603,"Pedestrian policy recommendations for the city of Falls Church, Virginia.",Jun. 2007,,,8 pp.,"[""TRANSPORTATION"", ""PEDESTRIANS""]","[""TRANSPORTATION""]",,,"September 12, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4604,"Legislative update. Actions of the city council for September 10. 2007. Authorize the purchase of miscellaneous plumbing supplies, in the amount of $300,000.00, from Ferguson Enterprises. Resolution authorizing December 24, 2007 as a full day holiday and December 31, 2007, December 26, 2008 and January 2, 2009 as holidays for city employees. (TR7-24) (Res. 2007-19) Ordinance to amend the budget of expenditures and revenues, appropriating funds for the fiscal year 2007-2008 by carrying forward funding from the fiscal year 2006-2007. (T07-12) Resolution to allow sixty (60) additional days for planning commission review for pending comprehensive plan amendment TR&-18. (Amend the city of Falls Church comprehensive plan, chapter 4, ""land use and economic development."" to adopt a revised city center concept plan, add transportation elements and clarify related text. (TR7-25) (Res. 2007-20)","Sep. 10,2007",,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS"", ""ORDINANCES"", ""BUDGET"", ""COMPREHENSIVE PLAN""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"September 14, 2007",BC 445,"March 07,2016",,General_Index_FCHR_Vol_4
