grantee,acreage,county,date,snippet
CAPT. THOMAS HACKETT,800,Lancaster,1663-03-18,"CAPT. THOMAS HACKETT, 800 acs. Lancaster Co., 18 Mar. 1663, p. 310, (289). N.W. side of Corrotoman Riv., abutting N.E. upon land of Mr. Jno. Senior & S.W. upon land of Wm. Clapham, now in possession of Tho. Powell. Renewal of patent dated 9 June 1652. JNO. JOHNSON, 737 Acs. 145 perches, lying in the freshes of Rappa. Riv. on S. side of Occpason Cr., beg. on the lower end of land of Wm. Hall, extending S.W. &c. nigh land of Augus- tine Blithenbird &c. nigh miles end of Lawsons Island. Granted to ..."
GEORGE HASPLOCK,200,Lancaster,1663-03-17,"GEORGE HASPLOCK, 200 acs. Lancaster Co., 17 Mar. 1663, p. 313, (294). On Rappa. Riv., on head of land formerly surveyed for Mr. James Williamson, & on Totoskey Cr., run- ning for breadth from a marked white oak 100 po. N.E. by N. by the Cr. side to a small branch deviding this & the land allotted to the Rappa. Indians, & thence for length &c. Granted to Jno. Surlock 15 Nov. 1653, who sold to sd. Hasplock."
SAMUELL GOOCH,450,Lancaster,1663-12-12,"SAMUELL GOOCH, 450 acs. Lancaster Co., on E.most br. of Corotoman Riv., 12 Dec. 1663, p. 320, (309). E. upon land of Tho. Chet- wood, running E. &c. Granted to Col. Jno. Carter, Esqr., 20 Sept. 1661, as- signed to Tho. Marshall, who assigned to Wm. Cooke, Jno. Potter & Wm. Hutchins, & by Hutchins assigned to sd. King & Gooch. THOMAS PATTISON (Patteson), &"
ABRAHAM ELLETT,250,Stafford,1664-03-25,"ABRAHAM ELLETT, 250 acs. Low. Norf. Co., 25 Mar. 1664, p. 325, (317). Nly. upon land of Wm. Ship, Wly. crossing a small Cr., butting the Gleab Land &c. Trans, of 5 pers: Abra. Ellett, Alice Ellett his wife, Alice Ellett his daughter, Eliz. Ellett, Wm. Ligsby. THOMAS DIOS (Dyos), 450 acs. N'umberland Co., 9 Apr. 1663, p. 325, (317). S. side Potomack Riv. nigh Nomeny, beg. at S.most cor. of land of Daniell Hutt, Merchant, S.E. along back line of Wm. Overred, thence W.S.W. &c. Trans, of 9 pers: Jan..."
STEPHEN NORMAN,750,Stafford,1663-03-27,"STEPHEN NORMAN, 750 acs. S. side of Potomack Riv., nigh to Nomeny, upon branches of Harring (Herring) Cr., beg. on S. side of the E. br. of same which divides this from land of Mr. Hawlie, extending up same E. &c. 27 Mar. 1663, p. 325, (318). Trans, of 15 pers: James Orland, Fra. Bruton, John Homes, Mary King, Edward Ward, Mary Kemp, Samll. Slaughter, Wm. Jones, Tho. Munson, Simon Hart, Jno. Bowles, Thomas Hallowes, Wm. Fruell."
JOHN CURTIS,420,Lancaster,1664-11-19,"JOHN CURTIS, 420 acs. Lancaster Co., 19 Nov. 1664, p. 325, (318). N. side of Rappa. Riv. at the head of Morattico Cr., beg. on main br. side thereof &c. S.S.E. on land formerly Tho. Chetwoods, thence 220 po. to John New- mans &c. Trans, of 9 Negroes."
THOMAS BRICE,1650,Lancaster,1662-03-18,"THOMAS BRICE, 1650 acs. Lan- caster Co., 18 Mar. 1662, p. 339, (344). N. side of Rappa. Riv., being part of an Indian habitation called old Moratti- con; beg. at a red oak standing on a poynt on the river side & on Nwd. side of the mouth of Harris Cr., running E. N. E. adj. land of Edward Harris &c. to Swd. br. of dividing Cr. which be- longs to Cottawoman Riv., running down the same to the first dividing poynt &c. to Ewd. side of the middle br. of Fairewethers Cr. &c, crossing Brices Cr. to beg..."
MR. ROBT BRISTOW,1000,Lancaster,1663-01-29,"MR. ROBT BRISTOW, 1000 acs. Lancaster Co., 29 Sept. 1663, p. 342, (351). In Fleets Bay, abutting Nly. upon Haddawaies Cr. dividing this & land of Abra. Moone, S. upon another Cr. about 4 mi. from the land of Jno. Taylor & Wly. down sd. Cr. till it cometh to the maine bay. Granted to Humph Tabb 22 Mar. 1654 & by Tho. Tabb, his son & heir, assigned to Mr. Phill. Mallory, who assigned to sd. Bristow & Edm. Welch & sd. Welch wholly assigned to sd. Bristow. GEORGE GILBERT, (Gilburt), 400 acs. James C..."
CHARLES WOOD,268,Stafford,1663-02-01,"CHARLES WOOD, 268 acs. Wmore- land Co., 1 Feb. 1663, p. 343, (353). Wly. with land of John Axton & John Browne, Sly. with Patomecke Cr., Ely. with a Sw. parting same from land of Tho. Fowke, Gent. Granted to Mr. Gerrard Fowke 15 May 1660, assigned to John Rosier & by him assigned to sd Wood. JOHN SHURLOCKE (Sherlocke), 410 acs. Rappa. Co., 14 Mar. 1663, p. 343, (353). 210 acs. at Totoskey Cr., running for breadth W.N.W. &c. to a branch dividing this from land of the Indians Sec. & 200 acs. liein..."
MAJOR DAVID CANT,100,Lancaster,1663-10-13,"MAJOR DAVID CANT, 100 acs. Lancaster Co., 13 Oct. 1663, p. 345, (357) . Upon the head of Nimcocke Cr. about V/z mi. from the water, beg. at tree of Mr. Potter standing by Matta- pony path side, running N. E. &c. to land of Abraham Moone &c. Trans, of 2 pers: Tobias Ceely, Tho. Boone."
WM. JONES,353,Lancaster,1663-01-01,"WM. JONES, 353 acs. New Kent Co., Stratton Parish, 1 Jan. 1663, p. 345, (358). Beg. on N.W. side of Arrakeco Sw., joyning land of Leanord Chamber- line, running N.W. &c. Trans, of 7 pers: Edw. Mathews, Tho. Jones, Ed. Morland, Wm. Anderson, Jno. Ellies, Jno. Thompson, Tho. Langley. WM. CRUMPE (Crump), 300 acs. Lancaster Co., 16 Feb. 1663, p. 346, (359). N. side of the E. branch of Coratoman Riv., beg. on E.most side of a small creek of same dividing this & land of Elias Edmonds. Trans, of 6 pers..."
FRANCES PRICHARD,700,Lancaster,1663-10-29,"FRANCES PRICHARD, 700 acs. on N. side of Lancaster Co., 29 Oct. 1663, p. 346, (360). Running to a main br. of Curratoman Riv., thence to a pehick- ery which was formerly a corner tree of one Dennis Hackers. Trans, of 14 pers: Fra. Weekes, twice, ; Sam. Weekes, Ann Barlow, Anth. Reily, Jno. Hunt, Peter Smith, Sam. Hardacur, Eliz. Browne, Alice Hollick, Wm. Ran, Jno. Marshall, Wm. Barbery, Lea. Yeo."
MR. JOHN PATE,1000,Stafford,1662-12-31,"MR. JOHN PATE, 1000 acs. in Patomeke freshes, 31 Dec. 1662, p. 354, (374). 500 acs. part thereof about Pascataway, bounding upon land of Ed- ward Wms. (Williams), extending up the river N.E. &c. 500 acs. on the Nwd. of the Cr. above Pascattaway, ex- tending along the river N. by E. &c. Granted to Edward Williams, Sr. & Ewd. Williams, Jr., by two patents dated 5 June 1658, by them deserted & granted to sd. Pate by order of the Genrll. Court 27 Sept. 1661 & due for trans, of 20 pers: Tho. Crone, J..."
RICHARD AYLIFFE,800,Stafford,1662-02-04,"RICHARD AYLIFFE, 800 acs. N'umberland Co, 4 Feb. 1662, p. 363, (392). S. side of Wiccocomoco Riv. in the branches thereof, running Wly. &c. to about a quarter of a mile to the Swd. of Col. Lees horse path, thence Ely. &c. Trans, of 16 pers: Jno. English 4 times, Francis, Ellin & Ann, his 3 wives, Fra. and Ann his 2 daughters, John Melling- ham, Tristram Knoles, Mary Conway, Geo. Allyson, Richard Redding, Tho. Hosman, Susan Young. THOMAS DIOS (Dyos), 500 acs. W'moreland Co, 24 Nov. 1664, p. 363, ..."
THOMAS DIOS,1200,Stafford,1664-04-15,"THOMAS DIOS, 1200 acs. W'more- land Co, 15 Apr. 1664, p. 364, (394). S. side of Patomeck Riv. behind the Clifts of Curawoman, beg. on the Ewd. side of a great swamp & run falling into Rappa. the head of Gr. Rappa. Cr. opposite 600 acs. surveyed for Mr. Tho. Broughton. Granted to Wm. Overet (or Everet), by him deserted & granted sd. Dios by order of court & due for trans, of 24 pers: Wm. Peirce, Sarah Peirce, Jno. Ellyson, Geo. Walker, Ann Leviton, Fra. Neson, Wm. Gilbert, Nich. Short, Jno. Worto..."
STEPHEN TOMLING,480,Lancaster,1664-11-01,"STEPHEN TOMLING, 480 acs. N. side of Lancaster Co., 1 Nov. 1664, p. 371, (406). Bounding upon land of Wm. Thomas, Brian Stott (or Scott) & Tho. Chetwood and land which was formerly Parson Grimes. Trans, of 10 pers: Xpher. Young, Robt. Stagg, John Penn, Ann (or Wm.) Price, Mary West, Jno. Copping, Rich. Merri- man, his wife twice, Rabecca Patent."
JAMES BONNER,650,Lancaster,1664-06-08,"JAMES BONNER, 650 acs. Lancaster Co., 8 June 1664, p. 372, (409). S. side of Rappa. Riv., beg. at the mouth of a br. dividing this & land of Tho. Dale, the son of Nich. Dale, dec'd., extending along the Riv. E. by S. to trees dividing this & land of George Wading, S. by W. &c. Renewal of patent dated 19 Oct. 1653. THOMAS & ROBT. ELLIOT, sons of Col. Anthony Elliot, 2000 acs. in the freshes of Rappa. Riv., beg. on S. side thereof about 4 mi. above Nanzemun Towne &c. 26 Apr. 1664, p. 373, (410). R..."
HENRY HEARD,100,Stafford,1664-06-10,"HENRY HEARD, 100 acs. N'umberland Co., 10 June 1664, p. 381, (425). Ely. upon Potomack Riv., Sly. upon Yeocomico Riv., Wly. upon a Cr. dividing this from land of Tho. Hayles sould to Robt. Lord, Nly. upon another tract belonging to Rich. Holder (or Holden). Granted sd. Holden last of Nov. 1656 & assigned to the abovenamed."
WM. SMITH,1600,Lancaster,1664-01-24,"WM. SMITH, 1600 acs. Lancaster Co., 24 Sept. 1664, p. 386, (435). On N. side of Rappa. Riv., ex- tending E.S.E. &c. to a small marsh op- posite Colemans Marsh, thence N.E. &c, N.W. along Walter Dickensons & Wm. Yarratts lands & N.E. upon the hills or high land. Granted to Mr. Tobv Smith 6 Sept. 1654 & given by his will to the abovenamed."
JOHN BRUERTON,1456,Stafford,1664-11-01,"JOHN BRUERTON, 1456 acs. in Wmoreland Co., 1 Nov. 1664, p. 389, (440). Beg. at a marked pochikery on S.E. side of Potomack path, thence S.S.E. &c. to a vally on N.W. side of Attopin Cr. dam &c. crossing the first great branch, thence W. by S. &c. Trans, of 29 pers: Robt. Turner, Jno. Sparkes, Symon Drew, David Stevenson, Jno. Walker, Tho. Dawson, Tho. Jor- dan, Robt. Dier, Jane Steele, Ann Heard, Michaell Owen, Richard Stanton, Wm. Bond, Jno. Robbinson, Rich. Webb, Tho. Swan, Jno. Travillian, Jn..."
PAUL WOODBRIDGE,600,Lancaster,1664-11-18,"PAUL WOODBRIDGE, 600 acs. in Rappa. Co., on the N. side of sd. River, 18 Nov. 1664, p. 391, (446). Between Moratico Cr. & Farnham Cr., beg. in the main woods & adj. land of Mr. Jno. Newman, thence N.Wly. Sec. to head of Mr. Thomas Glascocks land, thence N.W. along same &c. to a poquoson, thence N.Ely, along land of Mr. Henry Wilson, thence N.E. by N. along land of Thomas Stephens Orphant to the head of a deep valley &c. 400 due in joynt tenure with Mr. Jno. Newman by patent the 19 Sept. 1664 & b..."
WM. FOGG,444,Stafford,1664-12-01,"WM. FOGG, 444 acs. on S. side of Rappa. Riv., 28 July, 1663, p. 392, (448). Beg. a little beyond the miles end of Jno. Watson, running S. by E. Sec. Trans, of 9 pers: Tho. Strang, Rebecca Browne, Wm. Landall, James Ballard, Edw. Parramore, James Careless, Francis , Georg Fawne, Richd. Hasting (or Harting), Jno. Shory. 522 Cavaliers and Pioneers COL. RICHARD LEE, Esqr., 1 Dec. 1664, p. 393, (448). 2600 acs. Cum- berland Co., on S. side Potomack Riv. 2200 acs. beg. at the mouth of a Cr. issuing ou..."
MAJOR WM. WYATT,300,Stafford,1664-06-28,"MAJOR WM. WYATT, 300 acs. New Kent Co., 28 June 1664, p. 395, (453). On N.E. side of Mattapony Riv. behind his own land, beg. at his own uppermost corner tree, running Ely. &c. adj. land of Mr. Henry Soane, &c. Trans, of 6 pers.* MR. DANIELL HUTT (or Hull) Merchant, 250 acs., parte upon the River of Nomany & the Cr. called by the Indian name of Cose Coss & is part of 500 acs. which was formerly George Reads & afterwards sould to Jno. Michaells as by the marraidge of sd. Michaells Widdow unto Wm...."
PETER HACKE,1000,Lancaster,1665-01-11,"PETER HACKE, 1000 acs. N'ampton Co., 11 Sept. 1665, p. 404, (464). 900 acs. at Pungotegue Cr. beg. at a little branch on the S. side, extending Wly. down same, bounded on E. by sd. branch & land of Sampson Robins, on N. by the main Cr., W. by the bay & S. towards Nondui Cr; 100 acs. contained in 2 small islands neere the N. point of Pungotegue Cr. Granted to Dr. George Hacke, deed., 526 Cavaliers and Pioneers late husband of sd. Ann & father of sd. Geo. Nich. & Peter Hacke, which sd. George diei..."
JOHN LACY,28,Lancaster,1665-01-18,"JOHN LACY, 28 acs. on S. side of Rappa. Co., 18 Sept. 1665, p. 405, (466). Bounding upon his former devdt. & Roger Overton. Trans, of Jno. Jnoson. JNO. SYMMONDS (Symons) & GEORGE GILHAM (Gillam), 65 acs. on N. side of Lancaster Co., 18 Sept. 1665, p. 405, (466). Trans, of James Jnoson."
GEORGE VEZEY,85,Lancaster,1665-01-18,"GEORGE VEZEY, 85 acs. on N. side of Lancaster Co., 18 Sept. 1665, p. 406, (467). Trans, of 2 pers: Mary Jones, Susan Godlad."
WM. WROUGHTON,400,Lancaster,1665-01-18,"WM. WROUGHTON, 400 acs. on N. side of Lancaster Co., 18 Sept. 1665, p. 406, (467). Beg. at a marked pine standing by an Eagle Nest, running W.S.W . bounding upon the Court House land & land of Wm. White, then N.N.W. &c. upon Mr. Jno. Merri- man, N.W.Nly. upon land of Mr. Nusum, Michael Arms, Danll. Harris & Richd. Merryman, N.E. upon land of Doctor Edwards & Tho. Marshall, E.Ely, on land of Jno. Nicholls, Wm. Abby, Wm. Lynhall, Mr. Balls & a former devdt. of sd. Wroughton. Trans, of 8 pers: Ann ..."
JNO. BERRY,350,Lancaster,1665-10-14,"JNO. BERRY, 350 acs. Lancaster Co., 14 Oct. 1665, p. 419, (491). On W. side of Corrotoman Riv., being part of a tract commonly known by the name of Powells neck; beg. on the river side & adj. Dogwood Spring, then extending W. &c. Part of 700 acs. granted to Wm. Clapham 11 Dec. 1663 & assigned to sd. Berry."
MR. RICHARD LAWRENCE,450,Lancaster,1665-10-11,"MR. RICHARD LAWRENCE, 450 acs. Lancaster Co., 11 Oct. 1665, p. 420, Patent Book No. 5 531 (493). On E.most br. of Corrotoman Riv., bounding upon land of Thomas Chetwood, running E. &c. Granted to Col. Jno. Carter, Esq., 25 Sept. 1661 & upon petition of sd. Lawrence it was granted to him by order of the Govr. &c, dated with these presents & further due for trans, of 9 pers: Mathew Bow- man, Jno. Chambers, Eliz. Mills, Wm. Jackson, Jno. Pike, Jno. Read, Thomas Baker, Eliz. Hobbart, Mathew Harrett."
COL. PETER ASHTON,500,Stafford,1665-10-12,"COL. PETER ASHTON, 500 acs. W'moreland Co., 12 Oct. 1665, p. 421, (494). S. side of Potomack Riv. & N.E. side of the head of Chappawansick Cr. &c. S.E. upon land of Nathaniell Pope. Granted to Walter Brodhurt 4 Sept. 1655 & by him deserted & upon petition of sd. Col. Austin it was granted to him by order &c. & further due for trans, of 10 pers: Peter Laper (?), Wm. Barker, Eliz. Bundy, Mary Wills, Jno. Whitcroft, John Simson, John Leaves, Robt. Atkins, Wm. Aldrige, Eliz. Peirce."
EDWARD ROGERS,600,Stafford,1665-10-14,"EDWARD ROGERS, 600 acs. W'- moreland Co., 14 Oct. 1665, p. 421, (495). S. side of Potomack Riv., on N. side of Potomack Cr. towards the head thereof, beg. against land of Mr. Robt. Yeo, extending E. &c. Being part of a patent for 700 acs. granted to Wm. Beach 10 June 1654 & sould to Coll. Gerrard Fowke, who sold to Nich. Russell, by him assigned to sd. Fowke, who assigned the above to sd. Rogers. WM. WILDY (Weldy), 1450 acs. N'umberland Co., 14 Oct. 1665, p. 422, (495 ) . On N. side of Gr. Wicco..."
STEPHEN ROBINSON,500,Stafford,1665-01-01,"STEPHEN ROBINSON, 500 acs. bounding N.Ely, upon a br. of Potomack freshes nere the head of a great Cr. beyond Col. Speakes land above the Doege Island, S.Ely, upon land called Peter Smiths & running N.Wly. &c. Granted to Tho. Moulton 15 July 1657, by him assigned to Jno. Wood, who as- signed to Wm. Thomas & by him as- signed to Wm. Betts, who gave & as- signed to sd. Robinson, Orphant. 14 Oct. 1665, p. 422, (496)."
SAMUELL BONAM,99,Stafford,1665-10-13,"SAMUELL BONAM, 99 acs. W'more- land Co., on S. side of Potomack Riv., 13 Oct. 1665, p. 424, (499). Adj. land of Richard Holding, extending W. &c. nigh the little creek, thence S.E.Ely, nigh Yeocomico Riv. &c. Granted to sd. Holding, by him deserted, then sup- posed to contain 112 acs. but upon strict survey found to contain 99 acs., & now granted by order &c. & further due for trans, of 2 pers: Henry Lacashire, Jane Castle."
THOMAS GERRARD,1000,Stafford,1665-10-16,"THOMAS GERRARD, 1000 acs. N'umberland Co., 16 Oct. 1665, p. 425, (500). S. side of Potomack Riv., E.N.E. upon Natchosiq Cr. opposite land of George Ludlow, Esqr., E.S.E. upon land of Nicholas Jornew &c. 16 Oct. 1665, p. 425, 500. Granted to Wm. Hoccady 3 Apr. 1651 & by him assigned to sd. Gerrard."
COL. GARRARD FOWKE,1050,Stafford,1665-10-20,"COL. GARRARD FOWKE, 1050 acs. N'umberland Co., 20 Oct. 1665, p. 427, (505). Nly. upon Potomack Riv., S.Ely, upon Chotanck Cr. & S.W. upon land of Jno. Waltham. Granted to Samll. Taylor 9 Sept. 1653, by him sould to Richard Turney & by him as- signed to sd. Fowke. SAME. 925 acs. in Potomack Riv. adj. land of Capt. Giles Brent, 20 Oct. 1665, p. 428, (505). Being the moyety of a pattent granted to Peter Knight & said Capt. Cutt 13 Oct. 1653. Granted to Mrs. Eliz. Cutts 26 Feb. 1656 & by Capt. Jacks..."
MR. ISAAK ALLERTON,1600,Northumberland,1665-10-20,"MR. ISAAK ALLERTON, 1600 acs. Northumberland County, 20 October 1665, page 431, (512)'. South side of Potomack River & Ewd. side of Macho- tigue River alias Trent, beginning on the South side of a vallie or m^rs!""1 de- viding this & land of Wm. Gooch, up the river S.S.W. to a Cr. issuing out of sd. Riv. Trent deviding this from land of Mr. Richd. Lee &c. Granted to Lewis Burwell 17 Oct. 1650 & assigned to Richd. Turny 4 Sept. 1651, who as- signed to the above."
MR. HENRY MEESE,1000,Stafford,1665-10-20,"MR. HENRY MEESE, 1000 acs. Stafford Co., 20 Oct. 1665, p. 432, (513). S. side of Potomack Cr., beg. on E. side of a swamp & small gutt de- viding this & another tract in possession of sd. Meese, extending S. &c. to greate Eastern br. of Wipsewasin Cr. includ- ing a poynt of land on the W. side of sd. Cr. abutting upon Potomack Cr. &c. Granted to Col. Thomas Pettus, Esqr., 15 Mar. 1658 & by him & Eliz. his wife assigned to sd. Meese & ack'd. in court by Major Edward Griffeth, Atty. of sd. Pettus ..."
MR. RALEIGH TRAVERSE,3650,Stafford,1665-10-24,"MR. RALEIGH TRAVERSE, 3650 acs. Wmoreland Co., 24 Oct. 1665, p. 437, (521). 3350 acs. on S. side of Potomack Riv., S.S.W. on Potomack Cr. &c. N.E. upon a maine Sw. upon the head of a br. at sd. Cr. which divides this & land commonly knowne by the name of the fort land, E.S.E. &c; 300 536 Cavaliers and Pioneers acs. upon the head of a br. of Potomack Cr. &c. N.E. against land of Capt. Brent, S.E. upon land of Jno. Withers. Granted unto Col. Gerrard Fowke 18 Nov. 1662 & assigned to sd. Travers 11 ..."
STEPHEN WARMAN,750,Stafford,1663-03-27,"STEPHEN WARMAN, 750 acs. W- moreland Co., on S. side of Potomack Riv., 27 Mar. 1663, p. 439, (525), Nigh to Nomany upon branches of Herring Cr., beg. on S. side of the E. br. of said Cr. dividing this from land of Mr. Haw- ley, extending up the br. E. &c. Trans, of 15 pers: Dorathy Warman, Wm. Watson, Henry Nicholls, Mary Stevent, Peter Andrews, Jno. Argoll, Andrew Patent Book No. 5 537 Jones, Tho. Norcott, Wm. Norcott, Margtt. Tye, Richd. King, Richd. Wil Hams, Andrew Morris, Thomas Norton, Tho..."
MR. JNO. KNOWLES,100,Lancaster,1663-12-30,"MR. JNO. KNOWLES, 100 acs. Henrico Co., according to ancient bounds thereof, 30 Dec. 1663, p. 441, (528). Granted to Capt. Mathew Goffe, dec'd. & lately found to escheate etc. (as above). WM. LENNULL (Lenawell), 500 acs. Lancaster Co., according to the an- cient bounds thereof, 2 Sept. 1663, p. 441, (528). Granted to Jno. Frish (or Fish) & lately found to escheate & by inquisition dated 14 Oct. 1662 etc."
MR. DAVID FOX,200,Lancaster,1665-12-29,"MR. DAVID FOX, 200 acs. on N. side of Lancaster Co., 29 Dec. 1665, p. 455, (551). Beg. by the side of a main br. of the N.W. branch of Corrotoman, running down same S.S.W. 240 po. from a red oake, N. & by W. bounding upon land of Robert Pollard &c, bound- ing upon land of Capt. Jennings & Mr. Mathew Kemp &c. Trans, of 4 pers: James Johnson, Mary Stevens, Abram Vines, Wm. Phillips."
JOHN COLCLOUGH,500,Stafford,1665-10-22,"JOHN COLCLOUGH, 500 acs. Staf- ford Co., 22 Oct. 1665, p. 465, (565). N.E. side of Quanticutt Cr., N.W. upon a greate br. deviding this & land of Henry Walker &c. Trans, of 10 pers: Robt. Jones, George Grissell, Henry Lane, Nich. Racholins, Wm. Jackson, Teage O Comly (or Conily), Eliz. Quome, Joane Somerdon, Ann Bayly, Hugh Richards. CHRISTOPHER LUM (or Lunn), 800 acs. Stafford Co., 22 Oct. 1665, p. 465, (565). S.W. side of Quonticutt Cr., S.E. upon land surveyed for Henry Walker, S.W. upon back..."
HENRY WALKER,500,Stafford,1665-10-22,"HENRY WALKER, 500 acs. Stafford Co, 22 Oct. 1665, p. 466, (566). N.E. side of Quanticutt Cr, beg. upon a poynt on N.W. side of a greate br. nere a sunken marsh, NfW. by land of Thomas Dios & S.W. by sd. Cr. Trans, of 10 pers: Mathew Fearson, Ant. Royly, Alice Rigg, Jno. Wells, Jane Fish, Jno. Hibit, Ann Sheppard, Danll. Stephens, Jno. Cawson, Jno. Frevitt (?)."
JOHN COLDCLOUGH,200,Stafford,1665-11-10,"JOHN COLDCLOUGH, 200 acs. Stafford Co, 10 Nov. 1665, p. 467, (568). S.W. side of Quanticutt Cr, beg. on N.W. side of a run of water adj. to a marsh with marked trees, S.W. with back line of Richard Hayberd, N.W. with land of Xtophr. Lun &c. Trans, of 4 pers: Thomas Crouch, Ann Seate, Mary Baker, Eliz. Watkins."
RANDOLPH KIRKE,1000,Stafford,1665-03-22,"RANDOLPH KIRKE, 1000 acs. W- moreleand Co., 22 Mar. 1665/6, p. 475, (579). Bet. Potomack & Rappa. Rivers on branches of Nomany, beg. in line of Mr. Rich. Sturman the cor. tree of 400 acs. surveyed for Thomas Dias & as- signed to Wm. Overett & George Browne, S.E. by a great br. in the line of land of Wm. Basely & Edward Haelly, thence S.W. &c. Trans, of 20 pers: Jno. Jones, Jno. Bardell, Wm. Grimes, Thomas Legerton, George Many, Wm. Burton, Robt .Pack, Fran. Weekes, Walter Birch, Thomas Monkes, R..."
LY,1000,Stafford,1665-03-22,"LY, 1000 acs. Wmoreland Co., between Rappa. & Potomack Rivers, upon branches of Nomany, 22 Mar. 1665/6, p. 475, (580). Beg. at land surveyed for Thomas Dios, in line of Mr. Jno. Whetstone, running S.W. &c. Trans, of 20 pers: James Turner, Robt. Cole, Jno. Yates, Henry Biggs, Wm. Wms., Robt. Dent, Mary Wms., Susan Hunt, An Toft, Jno. Browne, Nicho. Browne, Rose Plevin, Robt. Day, Morgan Thomas, Robt. Colton, Noah Edrop, Wm. Bock, Robt. Johnson, Mary Jacob, Tho. Ecalfe (?), Cicely Poole, Eliz. Woo..."
WM. BALDROP,1050,Stafford,1665-03-22,"WM. BALDROP, 1050 acs. Wmore- land Co., bet. Rappa. & Potomack Rivers, 22 Mar. 1665/6, p. 475, (580). Beg. at back line of Robt. & Jno. Alex- ander & Henry Pate, extending W. &c. Trans, of 21 pers: Jno. Thomas, 7 Negroes ; Mary Johnson, Precilla Parker, An Frankes, Roger Eglestone, Wm. Peirce, Sarah Peirce, Jno. Elston, (or Eliton), George Walker, Ann Leviton, Francis Nelson, Wm. Gilbert, Nicholas Short. RICHARD STERMAN (Sturman), 2000 acs. Wmoreland Co., 22 Mar. 1665/6, p. 476, (581). Upon bran..."
TOFT,2200,Stafford,1665-03-22,"TOFT, 2200 acs. Stafford Co., 22 Mar. 1665/6, p. 476, (582). Upon main run of Quanticutt Cr. 1200 acs. extending N. by E. &c. & 1000 acs. beg. at Xtopr. Luns cor. tree, running S.S.W. &c. Trans, of 44 pers: Jno. Wormenton, Rich. Founding, Mary Core, Edmond Eterman, Grace Hill, George Chadwin, Tone East, Garat Christi, Isaak Hannock, Jno. Bowler, Cunny Benigham, Isaak Reynolds, Abigail Short, Susan Core, Tonr(?) Evans, Thomas Durly, Jno. Patent Book No. 5 547 Stone, 4, Humphry Mead, Jno. Machary,..."
MR. THOMAS MORRIS,1280,Stafford,1665-03-24,"MR. THOMAS MORRIS, 1280 acs. Stafford Co., 24 Mar. 1665/6, p. 478, (584). Upon the maine run of Quanti- cutt Cr., beg. at the line of Mr. Wm. Beck & Mr. Richard Hatoft, S.Wly. &c, crossing sd. run &c. Trans, of 26 pers: Jno. Grey, George Smith, Wm. Ester, George Michell, Jno. Scull (or Snell), Mary Nox, Edwd. RatlifTe, Wm. Nor- man, George Fleet, Humphry Minor, Wm. Burby, Robt. Warren, Arthur Wright, Robt. Wedge, Wm. Dolton, Xpian. (Christian) Wood, Patriack Miller, Jno. Davis, Tho. Godfrey, Tho..."
GEORGE WEEDING,800,Stafford,1665-03-24,"GEORGE WEEDING, 800 acs. W'moreland Co, 24 Mar. 1665/6, p. 483, (590). In the forrest bet. Potomack & Rappa. Rivs, beg. at cor. tree of the back line of land of Robt. & Jno. Alexander & Xtopr. Lunn &c. Trans, of 16 pers: Jno. Cod, Wm. Cole, Anthony Larton (or Laeton), Walter Stevens, Tho. Norton, Gabriell Norton, Austin Skinner, Wm. Peters, Jonathan Higly, Wm. Start, Mary Nor- tant, Peter Wms.^ Susan Goodale, Mar- tha Wms, Hanah Tart, Richard Hans."
WM. DUDLY,600,Lancaster,1665-01-05,"WM. DUDLY, 600 acs. Lancaster Co., N. side of Peancketank Riv., 5 Sept. 1665, p. 506, (621). Opposite land formerly in the occupation of Mr. Wm. Hackady, beg. at the mouth & upon S.E. side of a small Cr., extending along sd. Riv. S.E. by E. to poynt opposite Hoccadyes Cr. &c. Granted to Peter Rigby & George Keible 8 Oct. 1656 & by them assigned to the abovenamed. JOHN WEIRE (Weir), Gent., 2502 acs. Rappa. Co., Sittingborne Parish & on N. side of the River, 6 June 1666, p. 507, (621). 1200 acs. g..."
PETER CORNEHILL,947,Stafford,1664-03-24,"PETER CORNEHILL, 947 acs. Rap- pa. Co., S. side of Riv., 24 Mar. 1664/5, p. 509, (624). Aboute V/2 mi. from the Riv. & on the head of Mr. Lucas 558 Cavaliers and Pioneers Cr., adj. land of Thomas Wilkenson, extending W. by S. &c. across the head of sd. Cr. to cor. tree of Mr. Daniell Gaines, thence W.S.W. &c. 400 acs. purchased of Jno. Speed & Wm. Wilton & 547 acs. for trans, of 11 pers: Ed- ward Hopkins, Jno. Jnoson, Rebecca Peake, Wm. Short, Edmond Norm (?), Stephen Nicholls, Thomas Norton, He..."
LT. COL. HENRY MEESE,2000,Stafford,1666-01-07,"LT. COL. HENRY MEESE, 2000 acs. Stafford Co., 7 Tune 1666, p. 514, (630). S. side of Potomack Cr., 1000 acs. beg. on E. side of a Sw. & small gutt deviding this & land now in 560 Cavaliers and Pioneers possession of sd. Meese, extending S. &c. to a greate E. br. of Whiptewasin Cr. & 1000 acs. bounded N. by sd. 1000 acs., E. by land of Thomas Griggs, W. by land now in possession of Mr. Wm. Horton & Mr. Wm. Heaberd. 1000 acs. by pattern dated 20 Oct. 1665 & 1000 acs. due for trans, of 20 pers: Jno..."
